Name,Position,Appearances,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Tackles,Tackle success %,Blocked shots,Interceptions,Clearances,Headed Clearance,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Errors leading to goal,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Clean sheets,Goals Conceded,Own goals,Last man tackles,Clearances off line
Malachi Boateng,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Oscar Bobb,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Lamare Bogarde,Midfielder,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Mateusz Bogusz,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Bendegúz Bolla,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Willy-Arnaud Boly,Defender,11,0,,0,0,0,,,,,,0,,1,256,23.27,0,0,0%,0,13,2,0,5,3,13,46%,1,12,45,19,40,34,19,1,15,9,0,,,,,,,,,3,9,0,0,0
Gaëtan Bong,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Sven Botman,Defender,36,0,,0,0,0,,,,,,1,,0,"1,754",48.72,1,1,100%,0,102,2,0,15,2,38,63%,6,34,120,44,182,126,63,1,77,40,1,,,,,,,,,11,30,0,0,0
Jamie Bowden,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jarrod Bowen,Forward,38,6,0.16,0,0,6,1,0,75,24,32%,3,5,5,715,18.82,9,159,,,,2,0,26,10,39,,33,36,18,11,,,,,,,,,,,,,,,,,,,,
Josh Bowler,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Conor Bradley,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Robert Brady,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jarrad Branthwaite,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Sammy Braybrooke,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
James Bree,Defender,5,0,,0,0,0,,,,,,0,,0,139,27.80,0,13,31%,0,4,1,0,1,0,5,60%,0,6,11,7,17,16,9,2,9,4,0,,,,,,,,,0,12,0,0,0
Nathan Broadhead,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Armando Broja,Forward,12,1,0.08,0,1,0,0,0,6,5,83%,0,3,0,53,4.42,0,0,,,,0,0,2,3,4,,0,1,1,1,,,,,,,,,,,,,,,,,,,,
Josh Brooking,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
David Brooks,Midfielder,6,0,0.00,0,0,0,0,0,5,1,20%,0,0,0,57,9.50,0,6,0%,0,2,1,0,3,0,1,0%,3,2,4,1,4,6,18,2,2,3,0,,,,,,,,,,,,,
Bruno Fernandes,Midfielder,37,8,0.22,0,8,0,2,0,92,35,38%,5,6,8,"1,855",50.14,32,141,23%,35,116,6,0,42,15,68,62%,22,25,36,15,222,157,195,32,19,43,0,,,,,,,,,,,,,
Bruno Guimarães,Midfielder,32,4,0.13,1,3,0,0,0,28,8,29%,2,3,5,"1,632",51.00,2,22,9%,25,101,7,0,45,1,78,51%,7,36,19,7,233,225,169,45,19,13,0,,,,,,,,,,,,,
Bruno Jordão,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Lewis Brunt,Defender,1,0,,0,0,0,,,,,,0,,0,16,16.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,2,0,1,1,0,0,0,0,0,,,,,,,,,0,1,0,0,0
Joe Bryan,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Emiliano Buendía,Midfielder,38,5,0.13,2,2,1,0,0,49,12,24%,4,1,2,992,26.11,8,18,6%,11,46,0,0,43,1,51,45%,19,20,13,11,138,146,235,28,23,54,0,,,,,,,,,,,,,
Facundo Buonanotte,Midfielder,13,1,0.08,0,0,1,0,0,11,3,27%,1,0,1,186,14.31,1,7,57%,0,10,2,0,9,3,2,50%,4,4,2,1,25,18,45,7,2,4,0,,,,,,,,,,,,,
Dan Burn,Defender,38,1,,1,0,0,,,,,,1,,0,"1,438",37.84,3,17,18%,0,55,6,0,35,7,60,63%,6,32,103,67,166,159,125,11,85,37,0,,,,,,,,,12,30,0,1,0
Finley Burns,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Jack Butland,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Nathan Butler-Oyedeji,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Willy Caballero,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Maliq Cadogan,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Cafú,Midfielder,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,2,2.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,
Gary Cahill,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Jake Cain,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Tom Cairney,Midfielder,33,2,0.06,0,1,1,0,0,21,3,14%,0,0,0,707,21.42,3,37,22%,2,34,2,0,8,0,17,35%,13,5,3,1,76,56,50,9,8,10,0,,,,,,,,,,,,,
Duje Caleta-Car,Defender,13,1,,1,0,0,,,,,,0,,0,562,43.23,0,1,0%,0,39,2,0,9,0,14,71%,0,15,65,28,54,36,27,2,19,13,0,,,,,,,,,1,15,0,0,0
Callum Wright,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Dominic Calvert-Lewin,Forward,17,2,0.12,0,2,0,1,0,31,10,32%,1,6,1,215,12.65,2,6,,,,3,0,22,19,4,,6,3,18,15,,,,,,,,,,,,,,,,,,,,
Leonardo Campana,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Vontae Campbell,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Thomas Cannon,Forward,2,0,0.00,0,0,0,0,0,1,1,100%,0,0,0,5,2.50,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Sergi Canós,Midfielder,5,0,0.00,0,0,0,0,0,1,0,0%,0,0,0,37,7.40,0,3,0%,0,1,0,0,3,0,0,0%,0,0,1,0,6,7,7,4,0,1,0,,,,,,,,,,,,,
Todd Cantwell,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Elia Caprile,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Cardo Siddik,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Carlos Forbs,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Carlos Vinícius,Forward,28,5,0.18,1,2,2,0,0,21,12,57%,0,3,2,182,6.50,1,6,,,,3,0,21,6,4,,4,0,9,8,,,,,,,,,,,,,,,,,,,,
Scott Carson,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Cameron Carter-Vickers,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Cesare Casadei,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Casemiro,Midfielder,28,4,0.14,2,2,0,0,0,34,11,32%,1,2,3,"1,412",50.43,7,19,21%,12,95,7,2,48,1,88,52%,6,34,60,42,205,177,145,9,56,30,0,,,,,,,,,,,,,
Kaelan Casey,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Matty Cash,Defender,26,0,,0,0,0,,,,,,0,,1,781,30.04,0,46,26%,2,39,4,0,21,2,55,58%,3,26,37,17,108,98,61,16,12,13,0,,,,,,,,,3,29,0,0,0
Timothy Castagne,Defender,37,2,,1,0,1,,,,,,0,,3,"1,504",40.65,6,58,26%,3,39,3,0,25,6,87,51%,5,43,94,54,202,169,160,12,55,62,0,,,,,,,,,7,63,0,0,0
Edinson Cavani,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Cédric Soares,Defender,8,0,,0,0,0,,,,,,0,,0,156,19.50,0,27,19%,0,4,0,0,2,0,8,63%,2,1,6,4,11,14,12,2,2,7,0,,,,,,,,,0,3,0,0,0
Kallum Cesay,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Trevoh Chalobah,Defender,25,0,,0,0,0,,,,,,1,,0,"1,142",45.68,0,13,15%,0,37,4,0,11,0,31,65%,3,24,55,32,86,78,60,8,31,32,0,,,,,,,,,4,24,1,0,0
Calum Chambers,Defender,14,0,,0,0,0,,,,,,0,,0,191,13.64,1,4,25%,0,9,2,0,7,0,9,67%,1,7,10,4,23,14,16,0,3,6,1,,,,,,,,,0,4,0,0,0
Shea Charles,Midfielder,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,24,24.00,0,0,0%,0,1,0,0,0,0,4,0%,0,1,2,1,1,6,1,0,2,0,0,,,,,,,,,,,,,
Charlie Robinson,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Kgaogelo Chauke,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Dan Chesters,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jeremiah Chilokoa-Mullen,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Ben Chilwell,Defender,23,2,,0,0,2,,,,,,1,,2,759,33.00,1,92,26%,2,17,3,0,13,3,21,81%,2,18,23,12,68,77,74,8,26,20,0,,,,,,,,,2,19,0,0,0
Chiquinho,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Tahith Chong,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Hamza Choudhury,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ben Chrisene,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Andreas Christensen,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Christian Marques,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Ryan Christie,Midfielder,32,1,0.03,0,0,1,0,0,33,9,27%,1,1,1,614,19.19,1,32,34%,6,22,2,0,36,1,34,65%,15,25,16,11,132,132,169,37,16,23,0,,,,,,,,,,,,,
Harry Christy,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Carney Chukwuemeka,Midfielder,14,0,0.00,0,0,0,0,0,5,1,20%,1,0,0,200,14.29,0,3,67%,0,4,0,0,2,1,13,54%,3,6,1,0,22,25,18,6,1,6,0,,,,,,,,,,,,,
Catalin Cîrjan,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Bobby Clark,Midfielder,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,1,1.00,0,0,0%,0,0,0,0,1,0,0,0%,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,
Matt Clarke,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Leighton Clarkson,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Regan Clayton,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Nathaniel Clyne,Defender,22,0,,0,0,0,,,,,,0,,0,660,30.00,1,21,24%,0,18,3,0,10,0,27,59%,0,19,27,11,81,46,45,5,6,18,0,,,,,,,,,2,23,0,0,0
Conor Coady,Defender,24,1,,0,1,0,,,,,,0,,1,"1,200",50.00,1,1,100%,1,106,2,0,11,2,14,64%,1,14,85,41,92,52,45,0,25,24,1,,,,,,,,,7,28,0,0,2
Jack Colback,Midfielder,11,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,141,12.82,1,1,100%,0,5,0,0,9,0,18,72%,0,3,7,5,24,33,21,3,4,8,0,,,,,,,,,,,,,
Séamus Coleman,Defender,23,1,,0,1,0,,,,,,0,,0,603,26.22,4,22,41%,0,22,1,0,10,2,35,74%,3,22,45,25,100,91,57,17,18,16,1,,,,,,,,,4,25,0,0,0
Nathan Collins,Defender,26,0,,0,0,0,,,,,,0,,0,"1,129",43.42,0,0,0%,0,67,2,1,17,1,27,56%,1,21,83,46,96,80,65,7,37,31,0,,,,,,,,,4,36,0,2,1
Levi Colwill,Defender,17,0,,0,0,0,,,,,,0,,2,"1,148",67.53,1,1,0%,2,44,1,0,8,0,8,88%,1,15,37,21,74,64,35,1,45,18,0,,,,,,,,,3,21,0,1,0
Aaron Connolly,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Lewis Cook,Midfielder,28,0,0.00,0,0,0,0,0,6,0,0%,0,0,2,703,25.11,3,45,40%,1,23,4,0,15,0,37,59%,3,23,29,12,129,62,77,8,7,10,0,,,,,,,,,,,,,
Liam Cooper,Defender,18,1,,1,0,0,,,,,,0,,0,784,43.56,0,1,100%,0,37,5,0,12,0,38,61%,2,34,56,30,107,105,59,1,56,32,1,,,,,,,,,2,32,0,1,0
Theo Corbeanu,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Dominic Corness,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Maxwel Cornet,Forward,14,0,0.00,0,0,0,0,0,9,2,22%,1,2,0,88,6.29,0,6,,,,0,0,2,9,7,,2,2,3,3,,,,,,,,,,,,,,,,,,,,
Vladimír Coufal,Defender,27,0,,0,0,0,,,,,,0,,1,810,30.00,4,113,17%,0,41,5,0,30,1,58,53%,2,38,63,28,150,122,94,3,40,22,0,,,,,,,,,2,35,0,0,0
Conor Coventry,Midfielder,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Brandon Cover,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Matthew Cox,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Amario Cozier-Duberry,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Michael Craig,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Tristan Crama,Defender,0,0,,0,0,0,,,,,,0,,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Billy Crellin,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Charlie Cresswell,Defender,5,0,,0,0,0,,,,,,0,,0,104,20.8,0,1,0%,0,4,1,0,3,1,5,40%,0,2,6,5,6,11,6,0,6,3,0,,,,,,,,,0,4,0,0,0
Cristiano Ronaldo,Forward,10,1,0.10,0,0,1,0,0,25,6,24%,0,2,0,158,15.80,0,3,,,,2,0,7,8,2,,6,1,8,8,,,,,,,,,,,,,,,,,,,,
Marc Cucurella,Defender,24,0,,0,0,0,,,,,,0,,2,"1,090",45.42,2,44,27%,0,31,4,0,16,1,66,50%,4,16,37,15,120,108,71,5,16,13,1,,,,,,,,,4,20,0,1,1
Jamie Cumming,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Luke Cundle,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Patrick Cutrone,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Luciano D'Auria-Henry,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Michael Dacosta Gonzalez,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Patson Daka,Forward,30,4,0.13,0,3,1,0,0,30,16,53%,0,5,4,275,9.17,5,8,,,,2,0,23,7,14,,7,7,7,4,,,,,,,,,,,,,,,,,,,,
Stuart Dallas,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Mikkel Damsgaard,Midfielder,26,0,0.00,0,0,0,0,0,12,6,50%,0,4,0,371,14.27,4,29,14%,5,11,4,0,13,0,31,68%,3,10,10,2,70,61,63,9,10,9,0,,,,,,,,,,,,,
Daniel Podence,Midfielder,32,6,0.19,0,4,2,0,0,43,18,42%,1,3,0,593,18.53,2,56,29%,9,27,5,0,26,4,27,63%,9,7,5,2,87,80,128,24,6,12,0,,,,,,,,,,,,,
Danilo,Midfielder,13,3,0.23,0,1,2,0,0,15,4,27%,0,0,2,226,17.38,1,3,0%,2,14,1,0,4,2,18,33%,3,9,18,5,60,39,48,14,4,14,0,,,,,,,,,,,,,
Arnaut Danjuma,Forward,9,1,0.11,0,0,1,0,0,6,3,50%,0,1,0,54,6.00,0,2,,,,0,0,0,1,2,,2,0,0,0,,,,,,,,,,,,,,,,,,,,
Karl Darlow,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Josh Dasilva,Midfielder,36,4,0.11,0,1,3,0,0,18,6,33%,0,1,2,572,15.89,3,33,21%,1,21,1,0,14,0,18,50%,7,5,6,3,66,79,74,32,6,8,0,,,,,,,,,,,,,
Tom Davies,Midfielder,19,0,0.00,0,0,0,0,0,9,2,22%,1,2,0,230,12.11,0,2,0%,3,11,3,0,10,1,15,60%,2,4,7,3,28,31,37,3,7,13,0,,,,,,,,,,,,,
Keinan Davis,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Craig Dawson,Defender,25,1,,0,1,0,,,,,,0,,0,"1,224",48.96,0,2,0%,0,102,6,0,17,0,20,65%,2,18,99,58,120,84,70,3,48,43,0,,,,,,,,,7,31,0,1,0
Laurens De Bock,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Lucas De Bolle,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kevin De Bruyne,Midfielder,32,7,0.22,0,5,2,0,1,65,21,32%,1,3,16,"1,357",42.41,31,226,29%,28,81,1,0,20,5,28,43%,21,9,10,9,97,102,106,32,13,13,0,,,,,,,,,,,,,
Bobby De Cordova-Reid,Forward,36,4,0.11,3,1,0,0,0,31,10,32%,2,2,1,782,21.72,2,53,,,,8,0,34,11,42,,9,20,26,15,,,,,,,,,,,,,,,,,,,,
David de Gea,Goalkeeper,38,0,,,,,,,,,,,,0,"1,083",28.50,,,,,187,0,0,0,,,,,,,,,,,,,,2,101,1,12,14,5,12,128,179,17,43,0,,
James Debayo,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Liam Delap,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Fabian Delph,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Siriki Dembélé,Midfielder,6,0,0.00,0,0,0,0,0,2,2,100%,1,0,0,42,7.00,0,3,67%,0,1,0,0,1,0,3,33%,0,1,1,1,9,11,14,6,0,4,0,,,,,,,,,,,,,
Leander Dendoncker,Midfielder,24,0,0.00,0,0,0,0,0,5,2,40%,0,1,0,378,15.75,1,3,33%,0,15,0,0,1,0,23,48%,1,19,16,7,52,40,34,4,12,13,0,,,,,,,,,,,,,
