Name,Position,Appearances,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
Dynel Simeu,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Ellis Simms,Forward,1,,,0,,,0,0,1,1,,,,,,,,,,0,12,12.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Kamarai Simon-Swyer,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Xavier Simons,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Danel Sinani,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Viljami Sinisalo,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Moussa Sissoko,Midfielder,36,,,53,51%,,4,30,60,43,,241,180,178,52,64,52,,0,1,"1,144",31.78,2,26,50%,5,56,5,0,35,2,2,1,1,0,0,0.06,0,0,25,8,32%,5,,,,,,,,
Melvin Sitti,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Oliver Skipp,Midfielder,18,,,33,58%,,1,12,8,1,,77,65,55,4,13,10,,0,0,845,46.94,1,6,33%,3,20,6,0,16,1,0,0,0,0,0,0.00,0,0,4,1,25%,0,,,,,,,,
Cieran Slicker,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Thierry Small,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Will Smallbone,Midfielder,4,,,4,100%,,0,2,0,0,,12,6,7,0,1,3,,0,0,33,8.25,0,4,25%,0,0,0,0,2,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
Tom Smith,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Emile Smith Rowe,Midfielder,33,,,14,50%,,9,15,10,2,,105,74,85,32,7,18,,0,2,767,23.24,3,45,11%,4,13,1,0,5,2,10,0,7,3,0,0.30,0,0,40,23,57%,5,,,,,,,,
Harrison Sohna,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Son Heung-Min,Forward,35,,,15,,,17,13,8,3,,,,,,,,,,7,"1,015",29.00,10,192,,,,2,0,14,17,23,0,11,12,2,0.66,0,1,86,49,57%,17,,,,,,,,
Andreas Söndergaard,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Jude Soonsup-Bell,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Sebastian Soto,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Tomás Soucek,Midfielder,35,,,66,48%,,12,52,97,57,,176,227,236,10,134,141,,0,1,"1,344",38.40,2,13,15%,0,67,3,0,39,4,5,1,3,0,0,0.14,0,0,45,12,27%,1,,,,,,,,
Boubakary Soumaré,Midfielder,19,,,19,68%,,0,14,18,12,,62,77,59,14,27,11,,0,1,536,28.21,0,4,25%,0,14,0,0,16,0,0,0,0,0,0,0.00,0,0,6,2,33%,0,,,,,,,,
Kamal Sowah,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Çaglar Söyüncü,Defender,28,5,44,47,64%,2,1,32,112,61,0,164,157,94,4,92,48,0,1,0,"1,920",68.57,0,5,40%,2,86,5,0,24,1,1,0,0,1,0,,,,,,,,,,,,,,,
Jack Spong,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Tony Springett,Forward,3,,,2,,,0,0,1,0,,,,,,,,,,0,36,12.00,1,2,,,,1,0,1,0,0,0,0,0,0,0.00,0,0,1,1,100%,1,,,,,,,,
Jason Steele,Goalkeeper,1,0,2,,,,,,,,,,,,,,,0,0,0,36,36.00,,,,,3,0,0,0,,0,,,,,,,,,,,,3,0,1,0,0,0,2,6
Jed Steer,Goalkeeper,1,0,3,,,,,,,,,,,,,,,0,0,0,31,31.00,,,,,4,0,0,0,,0,,,,,,,,,,,,1,0,0,1,1,0,7,6
Zack Steffen,Goalkeeper,1,1,0,,,,,,,,,,,,,,,0,0,0,33,33.00,,,,,2,0,0,0,,0,,,,,,,,,,,,2,0,0,0,0,2,6,7
Dale Stephens,Midfielder,3,,,4,25%,,0,1,1,0,,7,4,12,0,0,2,,0,0,57,19.00,0,0,0%,0,4,1,0,5,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
Dujon Sterling,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Finley Stevens,Defender,1,0,0,3,33%,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,6,6.00,0,1,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Toby Stevenson,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Layton Stewart,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Marco Stiepermann,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jakub Stolarczyk,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
John Stones,Defender,14,8,6,5,60%,0,3,11,25,13,0,52,66,16,8,47,11,0,0,0,975,69.64,0,3,0%,0,53,0,0,3,0,1,0,0,1,0,,,,,,,,,,,,,,,
James Storer,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Robert Street,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Pascal Struijk,Defender,29,0,52,61,64%,0,2,33,56,23,1,161,111,90,2,40,39,0,1,0,"1,254",43.24,0,0,0%,1,60,6,1,25,1,1,1,0,0,0,,,,,,,,,,,,,,,
Isaac Success,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Thanawat Suengchitthawon,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Crysencio Summerville,Forward,6,,,5,60%,,1,2,0,0,,11,10,13,4,0,6,,0,0,66,11.00,0,3,0%,0,1,0,0,1,0,0,0,0,0,0,0.00,0,0,2,0,0%,1,,,,,,,,
Zak Swanson,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Sil Swinkels,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jacob Sørensen,Midfielder,10,,,22,50%,,3,10,18,9,,48,37,28,3,11,9,,0,0,302,30.20,0,2,50%,0,18,0,0,7,0,0,0,0,0,0,0.00,0,0,5,1,20%,0,,,,,,,,
Michael Tait,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Japhet Tanganga,Defender,11,3,8,14,57%,0,3,9,30,20,0,24,42,45,5,15,9,0,0,0,346,31.45,0,11,18%,0,9,2,1,19,1,0,0,0,0,0,,,,,,,,,,,,,,,
Matt Targett,Defender,33,8,47,75,59%,0,3,48,60,30,1,145,159,105,10,51,26,1,0,1,"1,194",36.18,5,133,30%,4,59,3,0,24,1,1,0,0,1,0,,,,,,,,,,,,,,,
James Tarkowski,Defender,35,7,51,64,69%,0,2,49,183,101,3,171,241,111,5,153,64,1,2,2,"1,180",33.71,0,1,0%,1,140,11,0,30,2,1,1,0,0,1,,,,,,,,,,,,,,,
Percy Tau,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Neil Taylor,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Allan Tchaptchet,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Teddy Rowe,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Slobodan Tedic,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Nathan Tella,Midfielder,14,,,13,69%,,3,6,8,3,,54,51,85,10,6,18,,0,1,161,11.50,1,12,25%,1,3,2,0,17,3,0,0,0,0,0,0.00,0,0,12,5,42%,1,,,,,,,,
Thiago Silva,Defender,32,10,28,32,66%,0,5,44,95,41,3,214,106,58,6,57,32,0,0,0,"2,622",81.94,0,2,50%,1,171,2,0,12,1,3,3,0,0,1,,,,,,,,,,,,,,,
Bobby Thomas,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Dominic Thompson,Defender,2,0,3,1,0%,0,0,2,3,2,0,5,2,6,0,1,2,0,0,0,37,18.50,0,2,0%,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
Youri Tielemans,Midfielder,32,,,74,51%,,20,21,36,20,,188,159,153,25,24,19,,0,4,"1,708",53.38,6,56,23%,12,75,3,0,32,0,6,0,6,0,1,0.19,2,0,59,17,29%,1,,,,,,,,
Kieran Tierney,Defender,22,9,21,18,78%,0,5,15,49,23,0,85,55,50,9,12,23,0,0,3,904,41.09,0,79,20%,0,44,0,0,5,1,1,0,0,1,2,,,,,,,,,,,,,,,
Takehiro Tomiyasu,Defender,21,7,20,35,49%,0,2,24,55,29,0,89,104,84,9,47,40,0,0,1,921,43.86,1,31,42%,1,36,2,0,16,0,0,0,0,0,0,,,,,,,,,,,,,,,
James Tomkins,Defender,8,0,11,8,38%,0,1,4,18,6,0,33,21,13,1,10,5,0,0,0,319,39.88,1,0,0%,0,26,2,0,7,0,1,0,1,0,0,,,,,,,,,,,,,,,
Jonathan Tomkinson,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Fikayo Tomori,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Ivan Toney,Forward,33,,,33,,,24,14,42,35,,,,,,,,,,5,733,22.21,10,28,,,,8,0,50,25,12,2,10,0,2,0.36,5,0,88,30,34%,6,,,,,,,,
Lucas Torreira,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ferran Torres,Forward,4,,,2,,,5,0,0,0,,,,,,,,,,1,70,17.50,0,4,,,,0,0,1,1,2,1,0,1,0,0.50,0,0,13,4,31%,1,,,,,,,,
Cenk Tosun,Forward,1,,,0,,,0,0,0,0,,,,,,,,,,0,1,1.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Toti Gomes,Defender,4,0,6,11,64%,0,1,8,14,7,0,17,32,17,5,13,10,0,0,0,201,50.25,0,1,0%,0,6,1,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,,
Andros Townsend,Midfielder,21,,,31,55%,,5,14,4,2,,80,103,91,26,7,18,,0,2,393,18.71,2,96,29%,1,7,3,0,10,1,3,0,1,2,0,0.14,1,0,21,10,48%,0,,,,,,,,
James Trafford,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Bertrand Traoré,Forward,9,,,3,,,4,0,1,1,,,,,,,,,,0,78,8.67,0,5,,,,0,0,0,2,0,0,0,0,0,0.00,0,0,8,1,13%,0,,,,,,,,
Trézéguet,Midfielder,1,,,0,0%,,1,0,0,0,,0,1,0,1,0,0,,0,0,6,6.00,0,0,0%,0,1,0,0,0,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
Trincão,Forward,28,,,28,,,7,12,0,0,,,,,,,,,,1,427,15.25,2,33,,,,0,0,13,1,2,0,0,2,2,0.07,0,0,32,14,44%,6,,,,,,,,
Kieran Trippier,Defender,6,1,5,17,59%,0,0,10,10,6,0,31,31,17,1,10,5,0,0,0,203,33.83,0,28,43%,0,17,0,0,3,0,2,0,2,0,0,,,,,,,,,,,,,,,
William Troost-Ekong,Defender,17,0,30,18,50%,2,0,7,81,37,0,74,45,42,1,24,23,0,1,0,601,35.35,0,0,0%,0,67,3,0,13,1,0,0,0,0,0,,,,,,,,,,,,,,,
Leandro Trossard,Forward,34,,,34,,,24,15,7,3,,,,,,,,,,3,"1,120",32.94,5,51,,,,2,0,24,13,8,0,6,1,2,0.24,1,0,74,27,36%,3,,,,,,,,
Nathan Trott,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Auston Trusty,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Tom Trybull,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Kostas Tsimikas,Defender,13,3,6,27,44%,1,3,10,19,7,0,62,53,52,8,12,11,0,0,2,512,39.38,3,116,22%,0,10,3,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,
Antef Tsoungui,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Axel Tuanzebe,Defender,9,1,10,5,60%,0,1,5,12,5,0,29,21,18,0,13,12,0,0,0,240,26.67,0,1,0%,0,10,1,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,
Ozan Tufan,Midfielder,7,,,3,67%,,0,2,3,0,,13,9,28,3,3,9,,0,0,115,16.43,0,7,0%,1,3,0,0,9,0,0,0,0,0,0,0.00,0,0,3,0,0%,1,,,,,,,,
Ed Turns,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Tyler Roberts,Forward,23,,,16,,,5,5,10,9,,,,,,,,,,1,280,12.17,2,14,,,,5,0,14,3,1,0,1,0,2,0.04,0,0,30,13,43%,1,,,,,,,,
Harry Tyrer,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Christos Tzolis,Forward,14,,,5,,,3,1,1,0,,,,,,,,,,0,96,6.86,1,7,,,,0,0,2,2,0,0,0,0,0,0.00,0,0,6,2,33%,0,,,,,,,,
Iké Ugbo,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Deniz Undav,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Cengiz Ünder,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Harvey Vale,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Joel Valencia,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Yan Valery,Defender,5,1,7,8,75%,0,0,6,16,9,0,27,23,23,1,11,9,0,0,0,139,27.80,1,4,25%,0,1,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,
Patrick van Aanholt,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Donny van de Beek,Midfielder,15,,,21,52%,,3,8,5,2,,42,36,43,4,8,7,,0,0,275,18.33,1,6,0%,2,3,1,0,9,0,2,1,0,1,0,0.13,0,0,7,2,29%,0,,,,,,,,
Sepp van den Berg,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Virgil van Dijk,Defender,34,21,21,16,63%,1,6,31,107,50,1,204,147,53,6,117,34,0,0,1,"2,646",77.82,2,0,0%,6,165,3,0,9,0,3,2,1,0,1,,,,,,,,,,,,,,,
Jan Paul van Hecke,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Mikki van Sas,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Raphaël Varane,Defender,22,5,22,28,68%,0,3,18,78,46,0,78,92,38,2,56,20,0,0,1,"1,151",52.32,1,1,0%,0,80,0,0,5,0,1,0,1,0,0,,,,,,,,,,,,,,,
Jamie Vardy,Forward,25,,,6,,,7,1,17,16,,,,,,,,,,2,251,10.04,2,12,,,,2,0,13,19,15,3,8,4,0,0.60,0,0,54,26,48%,8,,,,,,,,
Indiana Vassilev,Forward,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Joël Veltman,Defender,34,8,39,74,65%,1,6,45,85,39,0,182,183,125,16,57,29,0,0,1,"1,584",46.59,3,42,19%,3,64,6,0,39,0,1,0,1,0,0,,,,,,,,,,,,,,,
Jannik Vestergaard,Defender,10,0,16,15,67%,0,0,7,35,18,0,32,33,20,4,13,10,0,0,0,377,37.70,0,0,0%,0,25,2,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,
Vitinha,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Nikola Vlasic,Midfielder,19,,,11,64%,,3,2,1,1,,30,41,48,9,5,7,,0,0,203,10.68,0,15,7%,0,3,0,0,8,3,1,0,1,0,0,0.05,0,0,7,3,43%,0,,,,,,,,
Jake Vokins,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Mario Vrancic,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Matej Vydra,Forward,22,,,12,,,4,0,9,8,,,,,,,,,,3,102,4.64,1,2,,,,1,0,9,5,2,0,2,0,1,0.09,0,0,19,7,37%,1,,,,,,,,
Theo Walcott,Forward,9,,,4,,,2,5,2,2,,,,,,,,,,0,81,9.00,0,5,,,,0,0,1,2,0,0,0,0,0,0.00,0,0,6,0,0%,2,,,,,,,,
Jake Walker,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Kyle Walker-Peters,Defender,32,6,49,57,58%,0,11,37,42,20,1,187,195,139,64,27,28,0,0,2,"1,088",34.00,5,50,12%,2,41,5,0,27,3,1,0,1,0,1,,,,,,,,,,,,,,,
Sam Waller,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Christian Walton,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Aaron Wan-Bissaka,Defender,20,3,35,49,73%,0,3,34,32,11,1,126,117,91,36,19,32,0,0,0,937,46.85,1,35,23%,0,17,2,0,15,1,0,0,0,0,0,,,,,,,,,,,,,,,
Wanya Marçal,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Joel Ward,Defender,28,9,37,44,59%,1,2,32,95,59,0,140,143,112,20,58,39,0,0,0,"1,445",51.61,1,43,9%,0,66,8,0,22,1,0,0,0,0,0,,,,,,,,,,,,,,,
James Ward-Prowse,Midfielder,36,,,41,59%,,16,40,39,21,,259,95,140,12,27,35,,1,5,"1,827",50.75,8,302,25%,5,66,3,1,22,0,10,0,10,0,0,0.28,4,4,55,24,44%,0,,,,,,,,
Ollie Watkins,Forward,35,,,17,,,25,12,25,18,,,,,,,,,,2,674,19.26,4,15,,,,7,0,33,16,11,1,9,1,2,0.31,1,0,77,32,42%,10,,,,,,,,
Kelland Watts,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Adam Webster,Defender,22,4,20,26,31%,0,1,17,62,43,0,89,96,41,10,56,16,0,0,0,"1,152",52.36,0,6,17%,3,67,5,0,16,0,2,1,0,1,0,,,,,,,,,,,,,,,
Wout Weghorst,Forward,20,,,17,,,5,6,13,8,,,,,,,,,,3,426,21.30,2,4,,,,3,0,30,9,2,1,1,0,2,0.10,0,0,30,9,30%,6,,,,,,,,
Jensen Weir,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Danny Welbeck,Forward,25,,,14,,,4,5,18,15,,,,,,,,,,2,273,10.92,1,1,,,,0,0,17,4,6,4,2,0,0,0.24,0,0,43,22,51%,12,,,,,,,,
Reece Welch,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jack Wells-Morrison,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Timo Werner,Forward,21,,,8,,,17,2,4,0,,,,,,,,,,1,372,17.71,0,23,,,,1,0,11,11,4,0,2,2,3,0.19,0,0,45,16,36%,5,,,,,,,,
Wesley,Forward,1,,,0,,,0,0,0,0,,,,,,,,,,0,2,2.00,0,0,,,,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ashley Westwood,Midfielder,27,,,21,57%,,8,30,15,6,,174,62,85,10,9,13,,1,3,"1,113",41.22,7,122,25%,7,78,7,0,29,0,0,0,0,0,1,0.00,0,0,14,2,14%,0,,,,,,,,
Charlie Whitaker,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ben White,Defender,32,13,35,44,52%,1,4,42,101,60,0,158,141,97,10,62,40,1,0,0,"1,810",56.56,1,0,0%,5,90,3,0,19,0,0,0,0,0,0,,,,,,,,,,,,,,,
Alfie Whiteman,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
